Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.1. Family Tax Benefit,Administered Expenses,Special appropriations,1.1.2 - Component 2 (Family Tax Benefit Part B) - A New Tax System (Family Assistance) (Administration) Act 1999,4238454,4374372,4271393,4268432,4204048,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.1. Family Tax Benefit,Administered Expenses,Special appropriations,1.1.3 - Component 3 (Schoolkids Bonus) - A New Tax System (Family Assistance) (Administration) Act 1999a,4,2,1,1,1,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Annual administered expenses,1.10.1 - Component 1 (Compensation and Debt Relief) - Ordinary annual services (Appropriation Bill No.1),198,198,198,198,198,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Annual administered expenses,1.10.2 - Component 2 (Investment Approach to Welfare - Evaluation) - Ordinary annual services (Appropriation Bill No.1),2140,20190,30938,27158,200,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.3 - Component 3 (Newstart Allowance) - Social Security (Administration) Act 1999a,10029524,9558610,10203851,7681649,0,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.4 - Component 4 (Parenting Payment Partnered) - Social Security (Administration) Act 1999,978235,849829,918446,990885,1052753,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.5 - Component 5 (Parenting Payment Single) - Social Security (Administration) Act 1999,4644420,4345498,4549819,4833509,5032340,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.6 - Component 6 (Pensioner Education Supplement) - Social Security (Administration) Act 1999,65863,48212,34625,34884,34802,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.7 - Component 7 (Sickness Allowance) - Social Security (Administration) Act 1999a,86171,75157,104188,71753,0,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.8 - Component 8 (Widow Allowance) - Social Security (Administration) Act 1999,250889,209532,136866,106691,93261,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.9 - Component 9 (Youth Allowance (Other)) - Social Security (Administration) Act 1999,1016759,792868,964438,988541,1087570,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Annual administered expenses,1.10.10 - Component 10 (Seasonal Work Incentives - Evaluation) - Ordinary annual services (Appropriation Bill No.1),0,0,326,0,0,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.11 - Component 11 (Partner Allowance) - Social Security (Administration) Act 1999,38263,32495,22265,16230,7517,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Special appropriations,1.10.12 - Component 12 (JobSeeker Payment) - Social Security (Administration) Act 1999,0,0,0,3136025,11452062,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.10.  Working Age Payments,Administered Expenses,Annual administered expenses,1.10.13 - Component 13 (Social Impact Investment) - Ordinary annual services (Appropriation Bill No.1),0,994,1836,1939,2908,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.1 - Component 1 (ABSTUDY - Secondary) - Student Assistance Act 1973,151585,152777,157356,161720,166915,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.2 - Component 2 (ABSTUDY - Tertiary) - Student Assistance Act 1973,119124,102925,102236,107550,117717,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.3 - Component 3 (Austudy) - Social Security (Administration) Act 1999,582421,506253,555787,584952,619125,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.4 - Component 4 (Youth Allowance (student)) - Social Security (Administration) Act 1999,2270524,1936196,2160411,2225363,2370078,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.5 - Component 5 (Student Start-up Loan - ABSTUDY) - Student Assistance Act 1973,1216,3031,3319,3535,3784,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.11. Student Payments,Administered Expenses,Special appropriations,1.11.6 - Component 6 (Student Start-up Loan) - Social Security (Administration) Act 1999,45406,133138,151609,161912,172423,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.12.  Program Support for Outcome 1,Departmental Expenses,Annual departmental expenses,1.12.1 - Component 1 (Departmental DSS - Outcome 1) - Program supporta,119646,123693,117337,113665,111723,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.12.  Program Support for Outcome 1,Departmental Expenses,Expenses not requiring appropriation in the budget year,1.12.1 - Component 1 (Departmental DSS - Outcome 1) - Expenses not requiring appropriation in the budget yearb,16250,17580,18213,16743,10424,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Social Services Portfolio,Department of Social Services,Outcome 1: Social Security,Program 1.2. Child Payments,Administered Expenses,Special appropriations,1.2.1 - Component 1 (Single Income Family Supplement) - A New Tax System (Family Assistance) (Administration) Act 1999a,45707,28211,18202,11513,4293,2017-18 Social Services PBS financial tables (DSS).xlsx,DSS Table 2.4.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
